회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원),현금및현금성자산의 증가(IFRS연결)(천원),감가상각비(IFRS연결)(천원),개발비상각(IFRS연결)(천원),기타무형자산상각비(IFRS연결)(천원)
(주)나이스홀딩스,034310,2023/12,"304,174,229","-185,832,955","-71,936,233","46,887,756","157,150,645",0,"29,205,014"
(주)나이스홀딩스,034310,2024/12,"219,662,610","-26,809,409","-157,791,619","39,002,630","163,284,863",0,"29,934,951"
(주)나이스홀딩스,034310,2025/12,"406,018,071","-219,984,659","14,916,821","200,860,205","167,406,397",0,"31,587,879"
(주)남선알미늄,008350,2013/12,,,,,,,
(주)남선알미늄,008350,2014/12,,,,,,,
(주)남선알미늄,008350,2015/12,,,,,,,
(주)남선알미늄,008350,2016/12,,,,,,,
(주)남선알미늄,008350,2017/12,,,,,,,
(주)남선알미늄,008350,2018/12,"24,209,488","-8,218,754","-6,459,390","9,531,000","5,296,857",0,"1,377"
(주)남선알미늄,008350,2019/12,"27,655,489","-2,623,108","-10,933,726","14,096,317","5,472,460",0,"1,075"
(주)남선알미늄,008350,2020/12,"-9,033,686","968,206","-2,989,514","-11,061,974","5,485,747",0,884
(주)남선알미늄,008350,2021/12,"12,056,159","7,055,316","-10,237,402","8,874,073","5,129,614",0,195
(주)남선알미늄,008350,2022/12,"-6,749,371","8,370,903","26,449,590","28,071,121","4,211,516",0,48
(주)남선알미늄,008350,2023/12,"2,793,903","-9,412,191","19,066,145","12,445,807","3,982,927",0,12
(주)남선알미늄,008350,2024/12,"15,590,974","-10,605,979","-18,347,954","-13,349,172","3,980,759",0,20
(주)남선알미늄,008350,2025/12,"-5,132,086","-22,370,893","4,365,398","-23,137,581","4,406,443",0,0
(주)남성,004270,2013/12,"16,382,719","11,631,066","-26,562,268","1,419,814","1,415,724",0,"308,399"
(주)남성,004270,2014/12,"-6,987,144","-1,713,446","9,471,550","786,442","1,388,905",0,"312,185"
(주)남성,004270,2015/12,"-8,126,763","177,872","7,375,103","-540,272","1,338,331",0,"351,906"
(주)남성,004270,2016/12,"6,856,473","3,703,663","-9,769,188","817,320","1,339,046",0,"355,989"
(주)남성,004270,2017/12,"6,739,380","-1,121,450","-4,719,413","897,620","1,360,445",0,"362,868"
(주)남성,004270,2018/12,"979,658","-4,322,939","5,210,797","1,906,764","1,360,694",0,"356,491"
(주)남성,004270,2019/12,"-7,902,325","2,843,471","7,157,659","2,145,297","1,568,358",0,"338,459"
(주)남성,004270,2020/12,"1,738,863","5,134,349","257,517","7,008,146","1,645,857",0,"259,967"
(주)남성,004270,2021/12,"-2,012,884","-14,096,590","15,099,730","-862,378","1,152,055",0,"175,442"
(주)남성,004270,2022/12,"-6,378,433","-5,132,092","4,085,874","-7,288,983","1,238,795",0,"42,239"
(주)남성,004270,2023/12,"-3,934,307","9,431,663","-4,408,889","1,216,593","1,205,321",0,"12,570"
(주)남성,004270,2024/12,"-3,208,052","-1,143,880","3,964,585","-89,709","828,759",0,"8,930"
(주)남성,004270,2025/12,"-5,367,864","1,756,631","2,086,928","-1,555,524","479,044",0,"9,910"
(주)넥센,005720,2013/12,"23,726,782","-6,118,337","-10,351,858","7,021,617","6,949,682",0,"429,298"
(주)넥센,005720,2014/12,"31,030,474","-24,839,981","-5,314,899","975,799","7,560,574",0,"370,705"
(주)넥센,005720,2015/12,"39,609,203","-6,429,636","-25,180,100","6,702,765","6,998,887",0,"386,964"
(주)넥센,005720,2016/12,"22,394,452","-14,450,016","-16,902,698","-8,990,815","6,583,822",0,"393,457"
(주)넥센,005720,2017/12,"-14,073,633","33,340,188","-17,201,752","1,918,010","6,062,802",0,"433,504"
(주)넥센,005720,2018/12,"135,605,706","-148,308,248","190,118,351","134,420,625","81,780,531",0,"2,775,012"
(주)넥센,005720,2019/12,"323,292,366","-255,427,085","-45,333,522","20,126,143","173,732,595",0,"4,667,870"
(주)넥센,005720,2020/12,"225,619,743","-259,456,445","141,986,124","138,063,422","196,293,109",0,"9,077,337"
(주)넥센,005720,2021/12,"236,049,353","-123,762,427","-74,373,063","46,459,684","194,604,004",0,"9,875,766"
(주)넥센,005720,2022/12,"-29,062,663","-259,470,871","247,628,592","-36,219,350","196,618,185",0,"10,836,906"
(주)넥센,005720,2023/12,"307,539,969","-352,993,779","34,809,154","-1,553,229","197,711,546",0,"11,137,134"
(주)넥센,005720,2024/12,"292,969,446","-161,004,502","-239,163,458","-99,575,009","237,887,307",0,"10,827,918"
(주)넥센,005720,2025/12,"360,410,208","-186,847,621","-171,945,931","-4,984,052","302,985,908",0,"9,284,528"
(주)넥솔론,110570,2013/12,"27,476,468","-64,262,530","15,686,843","-19,142,395","52,133,000",0,"505,000"
(주)넥솔론,110570,2014/12,"-17,409,210","12,170,898","-22,021,281","-27,174,206","52,143,000",0,"258,000"
(주)넥솔론,110570,2015/12,,,,,,,
(주)넥솔론,110570,2016/12,,,,,,,
(주)노루페인트,090350,2013/12,"15,754,793","-5,671,662","-20,176,928","-10,189,679","7,928,206",0,"788,615"
(주)노루페인트,090350,2014/12,"26,737,511","-15,648,911","-9,736,637","1,423,700","9,190,105",0,"766,512"
(주)노루페인트,090350,2015/12,"28,906,227","-9,199,771","-13,841,118","5,693,262","10,141,394",0,"814,057"
(주)노루페인트,090350,2016/12,"44,454,802","-25,836,320","-13,933,651","4,757,030","9,513,691",0,"927,791"
(주)노루페인트,090350,2017/12,"33,336,696","-17,234,474","-26,334,850","-9,081,293","11,153,778",0,"1,258,768"
(주)노루페인트,090350,2018/12,"13,983,628","-12,383,704","-2,880,983","-1,244,964","12,160,628",0,"1,108,813"
(주)노루페인트,090350,2019/12,"59,239,359","-21,620,904","-18,482,569","18,983,404","13,875,882",0,"870,200"
(주)노루페인트,090350,2020/12,"39,913,309","-6,049,677","3,489,298","35,961,293","14,362,279",0,"1,062,222"
(주)노루페인트,090350,2021/12,"23,768,428","-17,900,375","-11,966,291","-5,519,373","13,815,678",0,"1,151,621"
(주)노루페인트,090350,2022/12,"40,149,582","-9,494,805","-20,420,326","10,512,798","13,826,693",0,"1,122,222"
(주)노루페인트,090350,2023/12,"60,951,688","-9,352,771","-29,888,705","21,724,132","13,776,911",0,"1,055,158"
(주)노루페인트,090350,2024/12,"43,220,633","-9,037,438","-47,188,481","-11,848,060","13,440,895",0,"980,912"
(주)노루페인트,090350,2025/12,"32,671,980","-14,762,707","17,320,076","34,435,471","13,556,775",0,"1,594,873"
(주)노루홀딩스,000320,2013/12,"47,946,363","-13,369,087","-34,374,808","129,090","17,667,590",0,"1,317,241"
(주)노루홀딩스,000320,2014/12,"51,267,558","-22,439,832","-8,174,964","20,776,150","19,292,880",0,"1,337,790"
(주)노루홀딩스,000320,2015/12,"35,787,887","69,774,105","-26,144,647","78,409,800","20,509,169",0,"1,451,901"
(주)노루홀딩스,000320,2016/12,"54,493,953","-62,089,439","-37,126,665","-43,110,552","20,167,518",0,"1,486,102"
(주)노루홀딩스,000320,2017/12,"30,675,975","5,208,644","-32,706,362","-637,299","21,588,978",0,"1,411,804"
(주)노루홀딩스,000320,2018/12,"7,431,567","-17,566,731","-5,175,531","-13,212,926","22,452,467",0,"1,301,991"
(주)노루홀딩스,000320,2019/12,"57,418,999","-41,451,353","-23,722,323","-8,000,350","22,315,371",0,"1,063,489"
(주)노루홀딩스,000320,2020/12,"50,513,254","-14,004,189","5,681,958","37,886,381","22,588,665",0,"1,211,177"
(주)노루홀딩스,000320,2021/12,"25,399,226","-429,794","-27,144,107","2,005,339","21,459,654",0,"1,165,344"
(주)노루홀딩스,000320,2022/12,"48,373,910","-33,513,244","-30,745,435","-12,677,605","22,637,758",0,"1,603,290"
(주)노루홀딩스,000320,2023/12,"97,506,147","-20,614,361","-47,560,665","29,490,734","24,576,728",0,"3,061,071"
(주)노루홀딩스,000320,2024/12,"71,270,974","-3,065,997","-82,532,996","-10,879,719","23,669,451",0,"2,839,611"
(주)노루홀딩스,000320,2025/12,"80,058,436","-20,532,104","-1,955,219","56,574,976","23,904,745",0,"3,427,947"
(주)녹십자,006280,2013/12,"29,689,475","-70,400,848","45,966,291","4,979,630","16,271,690",0,"2,153,000"
(주)녹십자,006280,2014/12,"56,763,006","-163,415,951","109,442,415","4,353,783","21,014,000",0,"2,507,000"
(주)녹십자,006280,2015/12,"45,243,778","7,835,338","-27,621,766","25,734,791","25,382,000",0,"3,044,000"
(주)녹십자,006280,2016/12,"-1,742,285","-111,085,151","110,559,259","-816,114","27,507,000",0,"3,567,000"
(주)녹십자,006280,2017/12,"57,879,006","14,826,383","48,178,862","114,058,737","32,683,232",0,"4,041,000"
(주)녹십자,006280,2018/12,"14,410,216","-86,074,867","-4,506,112","-74,343,336","35,353,000",0,"4,777,000"
(주)녹십자,006280,2019/12,"40,291,382","-177,910,174","140,805,051","1,826,013","41,761,000",0,"4,905,000"
(주)녹십자,006280,2020/12,"35,973,501","29,684,195","80,987,441","133,826,750","44,452,000",0,"4,339,000"
(주)녹십자,006280,2021/12,"125,978,949","-132,077,425","-41,270,329","-46,228,137","50,293,000",0,"5,611,000"
(주)녹십자,006280,2022/12,"119,154,311","-205,259,307","-2,480,543","-80,694,469","57,493,000",0,"7,603,000"
(주)녹십자,006280,2023/12,"-5,472,810","-150,243,304","100,511,823","-55,659,679","66,443,000",0,"9,456,000"
(주)녹십자,006280,2024/12,"-53,460,079","-67,894,170","93,845,335","-27,142,698","66,372,167",0,"14,662,000"
(주)녹십자,006280,2025/12,"99,462,778","-186,790,058","111,580,178","26,808,881","67,756,000",0,"19,899,000"
(주)녹십자홀딩스,005250,2013/12,"17,568,308","-92,998,574","85,876,995","7,412,146","17,929,000",0,"2,523,000"
(주)녹십자홀딩스,005250,2014/12,"54,542,863","-102,861,659","55,344,118","8,433,740","23,160,000",0,"2,885,000"
(주)녹십자홀딩스,005250,2015/12,"7,035,743","-20,058,328","126,320,703","115,608,915","28,064,000",0,"3,442,000"
(주)녹십자홀딩스,005250,2016/12,"-805,470","-199,548,949","143,769,600","-49,650,868","30,801,000",0,"4,298,000"
(주)녹십자홀딩스,005250,2017/12,"144,482,444","-157,277,948","183,548,620","155,258,463","36,370,000",0,"4,874,000"
(주)녹십자홀딩스,005250,2018/12,"37,643,839","-171,699,823","114,633,176","-18,045,482","41,316,000",0,"5,966,000"
(주)녹십자홀딩스,005250,2019/12,"7,650,392","-191,063,913","105,443,779","-74,333,477","50,271,000",0,"6,671,000"
(주)녹십자홀딩스,005250,2020/12,"38,138,269","-98,802,107","385,158,792","271,111,808","45,302,000",0,"7,529,000"
(주)녹십자홀딩스,005250,2021/12,"103,769,151","-110,206,964","-116,455,704","-112,002,743","53,586,536",0,"8,857,000"
(주)녹십자홀딩스,005250,2022/12,"97,156,791","-283,962,799","51,336,156","-126,932,100","66,116,835",0,"12,539,000"
(주)녹십자홀딩스,005250,2023/12,"-39,654,747","-134,347,170","140,559,850","-34,099,136","79,946,918",0,"14,900,000"
(주)녹십자홀딩스,005250,2024/12,"-89,947,939","147,233,413","-141,417,482","-97,233,604","82,948,000",0,"20,794,000"
(주)녹십자홀딩스,005250,2025/12,"24,299,847","-254,656,541","228,201,254","2,352,688","81,137,000",0,"26,029,000"
(주)농심,004370,2013/12,"162,221,442","-83,709,220","-30,693,502","47,716,182","79,602,460",0,"3,411,030"
(주)농심,004370,2014/12,"98,665,546","-68,242,162","-26,583,681","3,803,453","79,617,050",0,"1,413,572"
(주)농심,004370,2015/12,"201,851,914","-167,657,609","18,251,698","53,478,320","79,129,056",0,"800,523"
(주)농심,004370,2016/12,"220,960,821","-134,504,676","-77,153,709","10,531,639","84,232,176",0,"1,219,391"
(주)농심,004370,2017/12,"103,437,685","-79,187,476","-47,041,541","-23,996,392","81,911,283",0,"1,176,789"
(주)농심,004370,2018/12,"146,872,696","-128,870,982","-5,772,483","12,334,342","83,059,616",0,"1,404,359"
(주)농심,004370,2019/12,"162,459,540","-30,736,185","17,777,743","150,077,631","94,717,687",0,"1,279,260"
(주)농심,004370,2020/12,"231,491,674","-132,012,401","-94,282,176","3,745,640","100,786,730",0,"818,177"
(주)농심,004370,2021/12,"162,684,342","-318,880,289","-25,294,074","-164,066,170","103,833,656",0,"1,245,105"
(주)농심,004370,2022/12,"159,650,440","-106,876,590","-86,199,902","-29,575,082","115,111,301",0,"1,280,613"
(주)농심,004370,2023/12,"327,223,956","-267,358,588","-44,848,281","14,998,964","114,748,063",0,"3,307,452"
(주)농심,004370,2024/12,"272,544,276","-381,946,566","95,086,934","-2,005,421","118,052,207",0,"4,614,815"
(주)농심,004370,2025/12,"268,700,834","-116,836,708","-41,189,063","112,645,844","122,151,893",0,"5,228,903"
(주)농심홀딩스,072710,2013/12,"-5,750,398","-14,722,978","24,441,021","3,967,646","7,355,776",0,"285,191"
(주)농심홀딩스,072710,2014/12,"34,813,004","-30,930,113","-8,118,174","-4,235,284","8,822,194",0,"685,972"
(주)농심홀딩스,072710,2015/12,"4,823,509","-6,120,339","202,714","-1,094,116","10,017,039",0,"1,369,202"
(주)농심홀딩스,072710,2016/12,"17,072,623","-12,471,208","-52,382","4,536,730","9,918,783",0,"1,494,851"
(주)농심홀딩스,072710,2017/12,"58,773,493","396,458","-60,561,627","-1,603,461","10,035,675",0,"1,503,276"
(주)농심홀딩스,072710,2018/12,"15,566,568","-10,123,157","-3,410,619","2,028,765","10,018,361",0,"1,480,187"
(주)농심홀딩스,072710,2019/12,"18,380,420","-11,958,079","-7,577,889","-1,156,270","11,083,695",0,"1,079,568"
(주)농심홀딩스,072710,2020/12,"33,410,842","12,739,048","-36,514,190","9,632,931","11,500,193",0,"425,024"
(주)농심홀딩스,072710,2021/12,"42,391,506","-20,109,922","-20,215,433","2,072,877","11,967,343",0,"430,261"
(주)농심홀딩스,072710,2022/12,"9,741,715","-24,308,287","13,816,737","-749,687","12,985,656",0,"384,664"
(주)농심홀딩스,072710,2023/12,"-16,729,247","-17,699,673","33,586,877","-848,526","13,556,330",0,"404,495"
(주)농심홀딩스,072710,2024/12,"55,221,751","-32,681,050","-18,665,743","3,876,283","15,019,214",0,"395,453"
(주)농심홀딩스,072710,2025/12,"24,658,671","-70,700,076","66,124,164","19,986,668","16,563,353",0,"405,338"
(주)다우기술,023590,2013/12,"214,877,759","-68,941,501","-220,885,044","-78,532,727","24,729,116",0,0
(주)다우기술,023590,2014/12,"-199,608,352","-59,053,777","257,971,243","-2,827,902","31,442,495",0,0
(주)다우기술,023590,2015/12,"-175,305,433","-125,523,850","325,729,078","20,171,155","16,341,881",0,"17,628,118"
(주)다우기술,023590,2016/12,"-357,440,621","-631,764,197","957,239,423","-30,053,030","16,245,879",0,"18,228,932"
(주)다우기술,023590,2017/12,"-851,365,169","-273,391,876","1,156,724,848","26,059,172","15,448,430",0,"30,218,924"
(주)다우기술,023590,2018/12,"-1,441,357,903","-783,864,490","2,528,612,851","303,507,277","49,221,027",0,0
(주)다우기술,023590,2019/12,"-2,947,197,122","-374,384,900","3,110,093,028","-209,654,599","32,173,146",0,0
(주)다우기술,023590,2020/12,"-1,334,999,877","49,357,698","2,180,599,539","895,228,761","38,778,415",0,0
(주)다우기술,023590,2021/12,"-3,480,396,427","-355,782,675","3,988,892,387","152,942,666","42,539,727",0,0
(주)다우기술,023590,2022/12,"-2,018,477,734","-364,323,126","2,559,495,449","172,176,828","52,183,874",0,0
(주)다우기술,023590,2023/12,"-2,049,758,439","-327,813,627","2,723,792,660","345,755,692","56,872,186",0,0
(주)다우기술,023590,2024/12,"-4,907,791,751","-280,551,977","5,376,016,495","192,948,684","73,924,086",0,0
(주)다우기술,023590,2025/12,"-6,533,814,136","-1,577,493,326","8,669,181,703","557,573,253","86,955,464",0,0
(주)다이나믹디자인,145210,2015/12,"13,194,404","-6,416,583","-13,396,580","-6,646,288","13,443,760",0,"759,985"
(주)다이나믹디자인,145210,2016/12,"12,623,939","-1,593,348","-6,669,195","4,832,007",0,0,0
(주)다이나믹디자인,145210,2017/12,"-26,157","1,460,634","-8,923,229","-8,628,490","11,032,070",0,"662,836"
(주)다이나믹디자인,145210,2018/12,"15,148,029","7,651,933","-22,637,396","-736,066","10,312,709",0,"765,646"
(주)다이나믹디자인,145210,2019/12,"-1,577,851","14,667,160","-14,852,705","-2,671,427","8,590,628",0,"767,410"
(주)다이나믹디자인,145210,2020/12,"-10,831,680","3,467,413","39,539,513","31,795,818","8,357,977",0,"418,097"
(주)다이나믹디자인,145210,2021/12,"1,462,327","2,058,905","1,763,829","5,425,637","6,568,453",0,"337,595"
(주)다이나믹디자인,145210,2022/12,"-15,135,900","-16,442,798","4,769,312","-27,592,884","2,813,107",0,"88,540"
(주)다이나믹디자인,145210,2023/12,"-1,547,715","-18,510,640","15,096,756","-4,432,795","3,034,425",0,"127,396"
(주)다이나믹디자인,145210,2024/12,"-1,860,302","-10,467,684","11,394,169","-1,265,863","1,778,821",0,"120,322"
(주)다이나믹디자인,145210,2025/12,"-1,074,659","-7,897,461","11,792,683","2,706,014","2,142,112",0,"126,878"
(주)달바글로벌,483650,2025/12,"68,482,449","-29,954,565","9,076,616","46,989,820","1,308,643",0,"63,392"
(주)대교,019680,2013/12,"110,814,194","-28,612,178","-15,668,657","66,242,541","48,744,000",0,0
(주)대교,019680,2014/12,"28,971,966","-12,459,928","-14,170,121","2,590,370","44,120,000",0,0
(주)대교,019680,2015/12,"52,285,572","-16,861,954","-41,941,881","-6,232,403","39,994,000",0,0
(주)대교,019680,2016/12,"85,753,129","-64,534,630","-25,486,887","-4,357,452","35,089,000",0,0
(주)대교,019680,2017/12,"92,946,143","-102,312,000","-26,275,321","-36,595,269","33,991,000",0,0
(주)대교,019680,2018/12,"64,180,906","-24,962,872","-41,396,997","-1,743,926","32,271,000",0,0
(주)대교,019680,2019/12,"75,143,253","-15,039,452","-54,827,419","5,520,859","62,195,000",0,0
(주)대교,019680,2020/12,"30,656,267","-1,047,387","-48,045,962","-18,611,610","63,414,000",0,0
(주)대교,019680,2021/12,"46,422,418","-9,593,556","-31,695,598","5,782,846","56,557,000",0,0
(주)대교,019680,2022/12,"45,268,839","-16,365,253","-50,925,891","-21,518,555","57,244,000",0,0
(주)대교,019680,2023/12,"12,022,917","-13,284,059","14,792,972","13,689,621","39,945,000",0,0
(주)대교,019680,2024/12,"6,558,128","61,103,044","-52,443,557","17,434,601","30,402,695",0,0
(주)대교,019680,2025/12,"38,362,686","-29,080,532","-23,820,731","-14,759,825","35,237,538",0,0
(주)대구백화점,006370,2014/03,"20,954,981","-10,822,795","-26,496,301","-16,364,114","11,248,399",0,"258,717"
(주)대구백화점,006370,2015/03,"22,082,334","-14,402,149","-17,100,686","-9,420,500","9,286,446",0,"293,968"
(주)대구백화점,006370,2016/03,"6,094,936","7,978,307","-13,219,760","853,483","9,160,774",0,"314,939"
(주)대구백화점,006370,2017/03,"-22,343,621","-40,559,875","61,643,285","-1,260,211","7,854,055",0,"261,423"
(주)대구백화점,006370,2017/12,"-14,070,398","-31,107,303","44,782,567","-395,133","8,099,291",0,"144,464"
(주)대구백화점,006370,2018/12,"-29,654,850","6,778,717","22,246,056","-630,077","10,693,937",0,"188,506"
(주)대구백화점,006370,2019/12,"-10,514,424","15,564,450","-4,800,501","-99,027","10,557,616",0,"210,264"
(주)대구백화점,006370,2020/12,"-17,296,806","19,151,405","14,438,431","16,365,292","9,223,728",0,"104,880"
(주)대구백화점,006370,2021/12,"-18,428,482","5,031,453","10,193,057","-3,203,972","8,848,991",0,"78,802"
(주)대구백화점,006370,2022/12,"-14,611,302","-717,395","9,487,457","-5,841,240","6,971,298",0,"55,799"
(주)대구백화점,006370,2023/12,"-26,236,879","-2,238,207","29,178,973","703,886","6,490,142",0,"38,133"
